marker_symbol,mi_attempt_id,id,gene_id,assembly,chromosome,strand,homology_arm_start,homology_arm_end,loxp_start,loxp_end,cassette_start,cassette_end,cassette,backbone,subtype_description,floxed_start_exon,floxed_end_exon,project_design_id,reporter,mutation_method_id,mutation_type_id,mutation_subtype_id,cassette_type,created_at,updated_at,intron,type,has_issue,issue_description,sequence,taqman_critical_del_assay_id,taqman_upstream_del_assay_id,taqman_downstream_del_assay_id,wildtype_oligos_sequence,allele_genbank_file_id,vector_genbank_file_id
Fahd2a,755,6954,92,GRCm38,2,-,127445495,127435722,127440170,127440159,127441088,127441012,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000346120,ENSMUSE00000346120,35146,,1,1,2,Promotorless,2010-03-10 17:13:59 UTC,2011-07-28 13:04:15 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15148,113964
Fahd2a,1716,6954,92,GRCm38,2,-,127445495,127435722,127440170,127440159,127441088,127441012,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000346120,ENSMUSE00000346120,35146,,1,1,2,Promotorless,2010-03-10 17:13:59 UTC,2011-07-28 13:04:15 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15148,113964
Faim,14037,3937,6035,GRCm38,9,+,98985792,98996614,98993246,98993276,98991627,98991696,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000693601,ENSMUSE00000219854,115309,,1,1,2,Promotor Driven,2010-03-10 17:02:52 UTC,2011-03-24 13:54:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,14223,93439
Faim2,1482,8842,1484,GRCm38,15,-,99526950,99515879,99520150,99520059,99521711,99521679,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000550805,ENSMUSE00000132674,85694,,1,1,2,Promotor Driven,2010-03-10 17:21:18 UTC,2011-03-24 13:58:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15720,94749
Faim2,1594,8842,1484,GRCm38,15,-,99526950,99515879,99520150,99520059,99521711,99521679,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000550805,ENSMUSE00000132674,85694,,1,1,2,Promotor Driven,2010-03-10 17:21:18 UTC,2011-03-24 13:58:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15720,94749
Faim2,2224,8842,1484,GRCm38,15,-,99526950,99515879,99520150,99520059,99521711,99521679,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000550805,ENSMUSE00000132674,85694,,1,1,2,Promotor Driven,2010-03-10 17:21:18 UTC,2011-03-24 13:58:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15720,94749
Fam102b,4724,16326,19852,GRCm38,3,-,108993461,108983159,108988115,108988072,108988796,108988752,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000273379,ENSMUSE00000273379,44377,,1,1,2,Promotor Driven,2010-03-10 17:50:00 UTC,2014-07-17 13:10:21 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734491_cn,,,12002,91387
Fam102b,9863,16326,19852,GRCm38,3,-,108993461,108983159,108988115,108988072,108988796,108988752,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000273379,ENSMUSE00000273379,44377,,1,1,2,Promotor Driven,2010-03-10 17:50:00 UTC,2014-07-17 13:10:21 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734491_cn,,,12002,91387
Fam104a,30,1045,72,GRCm38,11,-,113681449,113673131,113677060,113676923,113677971,113677827,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000228901,ENSMUSE00000228901,132,,1,1,2,Promotorless,2010-03-10 16:51:45 UTC,2011-03-24 13:52:27 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,908,81811
Fam104a,34,1045,72,GRCm38,11,-,113681449,113673131,113677060,113676923,113677971,113677827,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000228901,ENSMUSE00000228901,132,,1,1,2,Promotorless,2010-03-10 16:51:45 UTC,2011-03-24 13:52:27 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,908,81811
Fam104a,362,1045,72,GRCm38,11,-,113681449,113673131,113677060,113676923,113677971,113677827,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000228901,ENSMUSE00000228901,132,,1,1,2,Promotorless,2010-03-10 16:51:45 UTC,2011-03-24 13:52:27 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,908,81811
Fam107a,5208,20342,20044,GRCm38,14,-,8304951,8295197,8299355,8299235,8300123,8300058,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000305558,ENSMUSE00000305558,106099,,1,1,2,Promotor Driven,2010-03-30 15:46:39 UTC,2011-03-24 14:08:35 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,13520,92828
Fam107b,550,5896,325,GRCm38,2,+,3772782,3784481,3778986,3779040,3777828,3777936,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000161654,ENSMUSE00000161654,44323,,1,1,2,Promotor Driven,2010-03-10 17:10:07 UTC,2011-03-24 13:56:25 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,7861,87732
Fam110b,682,7494,456,GRCm38,4,+,5793078,5806184,5801275,5801344,5797841,5797907,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000676547,ENSMUSE00000676547,47020,,1,1,2,Promotor Driven,2010-03-10 17:16:05 UTC,2011-03-24 13:57:41 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16330,95288
Fam110b,1017,7494,456,GRCm38,4,+,5793078,5806184,5801275,5801344,5797841,5797907,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000676547,ENSMUSE00000676547,47020,,1,1,2,Promotor Driven,2010-03-10 17:16:05 UTC,2011-03-24 13:57:41 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16330,95288
Fam110b,1360,7494,456,GRCm38,4,+,5793078,5806184,5801275,5801344,5797841,5797907,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000676547,ENSMUSE00000676547,47020,,1,1,2,Promotor Driven,2010-03-10 17:16:05 UTC,2011-03-24 13:57:41 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16330,95288
Fam117b,5,8963,298,GRCm38,1,+,59943885,59954067,59949400,59949451,59948572,59948606,L1L2_gt1,L3L4_pZero_DTA_kan,,ENSMUSE00000486919,ENSMUSE00000486919,40062,,1,1,2,Promotorless,2010-03-10 17:21:44 UTC,2011-03-24 13:58:51 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16006,94992
Fam118a,13958,9112,10813,GRCm38,15,+,85044404,85057886,85054031,85054083,85050171,85050214,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000126537,ENSMUSE00000126531,77732,,1,1,2,Promotor Driven,2010-03-10 17:22:17 UTC,2011-03-24 13:58:57 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16683,95616
Fam118b,3154,23815,1921,GRCm38,9,-,35240863,35229930,35235064,35235010,35235942,35235900,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000443602,ENSMUSE00000443602,55624,,1,1,2,Promotor Driven,2010-07-09 02:33:51 UTC,2011-07-28 13:33:29 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,22082,99326
Fam120b,13383,6601,8304,GRCm38,17,+,15395706,15407352,15403346,15403417,15401257,15401359,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000397779,ENSMUSE00000397779,108046,,1,1,2,Promotor Driven,2010-03-10 17:12:43 UTC,2011-03-24 13:57:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,5938,113926
Fam122a,3578,38091,2169,GRCm38,19,-,24492353,24461414,,,24477353,24476414,ZEN-Ub1,,,ENSMUSE00000408835,ENSMUSE00000408835,,,1,2,2,Promotor Driven,2012-05-11 18:22:52 UTC,2012-05-11 18:22:52 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39518,
Fam122b,602,10776,425,GRCm38,X,-,53271328,53261450,53265870,53265796,53266594,53266534,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000309481,ENSMUSE00000309481,40664,,1,1,2,Promotorless,2010-03-10 17:28:38 UTC,2011-03-24 14:00:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15429,94447
Fam122b,1943,10776,425,GRCm38,X,-,53271328,53261450,53265870,53265796,53266594,53266534,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000309481,ENSMUSE00000309481,40664,,1,1,2,Promotorless,2010-03-10 17:28:38 UTC,2011-03-24 14:00:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15429,94447
Fam122b,2261,10776,425,GRCm38,X,-,53271328,53261450,53265870,53265796,53266594,53266534,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000309481,ENSMUSE00000309481,40664,,1,1,2,Promotorless,2010-03-10 17:28:38 UTC,2011-03-24 14:00:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15429,94447
Fam122c,4124,9326,2573,GRCm38,X,+,53276717,53286975,53283025,53283111,53281846,53281922,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000309320,ENSMUSE00000309320,82974,,1,1,2,Promotor Driven,2010-03-10 17:23:06 UTC,2011-03-24 13:59:06 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16765,95692
Fam126b,13417,2304,4570,GRCm38,1,-,58551664,58541062,58545949,58545841,58546684,58546625,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000238544,ENSMUSE00000238544,45008,,1,1,2,Promotor Driven,2010-03-10 16:56:30 UTC,2011-03-24 13:53:26 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,2165,82852
Fam129c,10163,20384,29336,GRCm38,8,+,71596285,71607921,71604645,71604657,71601644,71601700,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000838888,ENSMUSE00000370767,212933,,1,1,2,Promotor Driven,2010-03-30 15:47:45 UTC,2014-07-17 12:52:17 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734711_cn,,,19489,98209
Fam135a,12415,6998,8684,GRCm38,1,-,24062019,24049058,24052948,24052893,24056205,24056161,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000303988,ENSMUSE00000303967,232734,,1,1,2,Promotor Driven,2010-03-10 17:14:09 UTC,2011-03-24 13:57:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,8222,114003
Fam136a,6344,5860,7671,GRCm38,6,+,86361015,86373478,86369189,86369221,86366200,86366237,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000614830,ENSMUSE00000503008,237531,,1,1,1,Promotor Driven,2010-03-10 17:09:59 UTC,2014-07-17 12:55:33 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734405_cn,,,7836,87713
Fam13a,3147,5269,1395,GRCm38,6,-,58990332,58980184,58983707,58983610,58984375,58984374,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000616377,ENSMUSE00000616377,115240,,1,1,2,Promotor Driven,2010-03-10 17:07:51 UTC,2014-07-17 12:44:29 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00733995_cn,,,7547,87483
Fam13a,16467,44257,1395,GRCm38,6,-,58990332,58980184,58983707,58983610,58984375,58984374,pL1L2GT2_LF2A_nEGFPOT2A_CreERT2_pAbActNeopA,L3L4_pD223_DTA_T_spec,,ENSMUSE00001263963,ENSMUSE00001263963,115240,,1,4,,Promotor Driven,2014-05-27 14:19:15 UTC,2014-07-17 12:44:31 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00733995_cn,,,45387,114935
Fam13b,4315,20282,2672,GRCm38,18,-,34493473,34482836,34486822,34486758,34487583,34487503,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000227047,ENSMUSE00000227047,77680,,1,1,2,Promotor Driven,2010-03-30 15:44:47 UTC,2014-07-17 13:17:54 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736470_cn,,,19464,98113
Fam151a,7860,15296,17213,GRCm38,4,+,106738069,106748732,106743552,106743646,106742745,106742834,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000274568,ENSMUSE00000274568,36494,,1,1,2,Promotor Driven,2010-03-10 17:46:17 UTC,2014-07-17 13:00:28 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735876_cn,,,11405,90840
Fam151b,2825,9345,1687,GRCm38,13,-,92480465,92469676,92473737,92473647,92474588,92474547,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000226699,ENSMUSE00000226699,192200,,1,1,2,Promotor Driven,2010-03-10 17:23:11 UTC,2011-03-24 13:59:08 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16771,95697
Fam160a1,6636,28334,16693,GRCm38,3,-,85689302,85679185,85683386,85683353,85684112,85684017,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000392064,ENSMUSE00000392064,102196,,1,1,2,Promotor Driven,2010-11-06 04:11:10 UTC,2014-07-17 12:40:16 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734695_cn,,,26900,102764
Fam160a1,8834,28334,16693,GRCm38,3,-,85689302,85679185,85683386,85683353,85684112,85684017,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000392064,ENSMUSE00000392064,102196,,1,1,2,Promotor Driven,2010-11-06 04:11:10 UTC,2014-07-17 12:40:16 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734695_cn,,,26900,102764
Fam160b2,6707,23882,19869,GRCm38,14,-,70598038,70587447,70591418,70591332,70592193,70592142,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000363026,ENSMUSE00000363026,84618,,1,1,2,Promotor Driven,2010-07-13 02:34:56 UTC,2014-07-17 13:20:44 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734765_cn,,,22149,99419
Fam161a,5977,9328,11090,GRCm38,11,+,23013927,23025808,23021872,23021927,23019523,23019646,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000351680,ENSMUSE00000351680,99264,,1,1,2,Promotor Driven,2010-03-10 17:23:07 UTC,2014-07-17 13:25:44 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736832_cn,,,9126,88788
Fam161a,6142,9328,11090,GRCm38,11,+,23013927,23025808,23021872,23021927,23019523,23019646,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000351680,ENSMUSE00000351680,99264,,1,1,2,Promotor Driven,2010-03-10 17:23:07 UTC,2014-07-17 13:25:44 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736832_cn,,,9126,88788
Fam161a,11110,41966,11090,GRCm38,11,+,23013927,23025808,23021872,23021927,23019523,23019646,pL1L2_GTK_nEGFPO_T2A_CreERT_puro,L3L4_pD223_DTA_T_spec,,ENSMUSE00000351680,ENSMUSE00000351680,99264,,1,4,,Promotor Driven,2013-01-18 01:28:57 UTC,2014-07-17 13:25:45 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736832_cn,,,43392,111541
Fam161a,11436,41966,11090,GRCm38,11,+,23013927,23025808,23021872,23021927,23019523,23019646,pL1L2_GTK_nEGFPO_T2A_CreERT_puro,L3L4_pD223_DTA_T_spec,,ENSMUSE00000351680,ENSMUSE00000351680,99264,,1,4,,Promotor Driven,2013-01-18 01:28:57 UTC,2014-07-17 13:25:45 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736832_cn,,,43392,111541
Fam161a,16468,42772,11090,GRCm38,11,+,23013927,23025808,23021872,23021927,23019523,23019646,pL1L2_GT2_LF2A_nEGFPO_T2A_CreERT_puro,L3L4_pD223_DTA_T_spec,,ENSMUSE00000351680,ENSMUSE00000351680,99264,,1,4,,Promotorless,2013-06-20 01:11:38 UTC,2014-08-30 02:44:36 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736832_cn,,,44186,112271
Fam161b,2691,14201,1053,GRCm38,12,-,84362425,84350037,84355772,84355640,84356915,84356886,L1L2_Pgk_PM,L3L4_pD223_DTA_spec,,ENSMUSE00000115820,ENSMUSE00000115820,42181,,1,1,2,Promotor Driven,2010-03-10 17:41:53 UTC,2011-03-24 14:03:10 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,11130,90590
Fam162a,10438,32981,9582,GRCm38,16,-,36056702,36046575,36049686,36049583,36051540,36051441,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000131797,ENSMUSE00000131797,371365,,1,1,2,Promotor Driven,2011-07-14 09:32:58 UTC,2011-07-14 09:32:58 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,33247,106452
Fam162a,12502,32981,9582,GRCm38,16,-,36056702,36046575,36049686,36049583,36051540,36051441,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000131797,ENSMUSE00000131797,371365,,1,1,2,Promotor Driven,2011-07-14 09:32:58 UTC,2011-07-14 09:32:58 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,33247,106452
Fam163a,8902,25681,20773,GRCm38,1,-,156084822,156075180,156078570,156078569,156079687,156079669,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000506037,ENSMUSE00000506037,109101,,1,1,2,Promotor Driven,2010-08-20 15:47:00 UTC,2014-07-17 12:42:09 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736230_cn,,,23947,100566
Fam163b,6761,10819,13024,GRCm38,2,-,27119315,27108308,27112400,27112399,27113256,27113253,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000737448,ENSMUSE00000737448,112131,,1,1,2,Promotor Driven,2010-03-10 17:28:47 UTC,2014-07-17 12:42:49 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734793_cn,,,9612,89213
Fam166b,14658,14959,16849,GRCm38,4,-,43434836,43423528,,,43428488,43427943,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000350352,ENSMUSE00000393584,213557,,1,2,,Promotor Driven,2010-03-10 17:44:49 UTC,2012-10-29 18:21:57 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,11259,90710
Fam167a,3159,16812,1429,GRCm38,14,+,63446431,63456446,63452829,63452884,63451505,63451597,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000711892,ENSMUSE00000711892,109107,,1,1,1,Promotor Driven,2010-03-10 17:51:45 UTC,2011-03-24 14:05:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,5624,85821
Fam170a,9218,15765,17800,GRCm38,18,+,50275777,50286768,50282670,50282671,50281043,50281096,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000373759,ENSMUSE00000373759,97333,,1,1,1,Promotor Driven,2010-03-10 17:47:59 UTC,2014-07-17 13:25:23 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735528_cn,,,11685,91108
Fam171b,9187,39750,16625,GRCm38,2,+,83838576,83895451,,,83853576,83880451,TM-ZEN-Ub1,,,ENSMUSE00000338974,ENSMUSE00000385035,,,1,2,2,Promotor Driven,2012-06-08 18:17:17 UTC,2012-06-08 18:17:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,41177,
Fam171b,9186,39750,16625,GRCm38,2,+,83838576,83895451,,,83853576,83880451,TM-ZEN-Ub1,,,ENSMUSE00000338974,ENSMUSE00000385035,,,1,2,2,Promotor Driven,2012-06-08 18:17:17 UTC,2012-06-08 18:17:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,41177,
Fam173a,10878,38383,15332,GRCm38,17,-,25807211,25775522,,,25792211,25790522,ZEN-Ub1,,,ENSMUSE00000506718,ENSMUSE00000498509,,,1,2,2,Promotor Driven,2012-05-11 18:30:41 UTC,2012-05-11 18:30:41 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39810,
Fam173a,10879,38383,15332,GRCm38,17,-,25807211,25775522,,,25792211,25790522,ZEN-Ub1,,,ENSMUSE00000506718,ENSMUSE00000498509,,,1,2,2,Promotor Driven,2012-05-11 18:30:41 UTC,2012-05-11 18:30:41 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39810,
Fam184b,12416,14170,16070,GRCm38,5,-,45589138,45578957,45582643,45582542,45583466,45583413,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000185405,ENSMUSE00000185405,187866,,1,1,2,Promotor Driven,2010-03-10 17:41:46 UTC,2011-03-24 14:03:08 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,11110,90570
Fam186b,9571,17054,25131,GRCm38,15,-,99287219,99275378,99279134,99279125,99281410,99281328,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000679031,ENSMUSE00000679031,115019,,1,1,2,Promotor Driven,2010-03-10 17:52:43 UTC,2011-03-24 14:05:28 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,12131,114576
Fam192a,8865,8837,10544,GRCm38,8,-,94594426,94583590,94587148,94587103,94588509,94588460,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000212877,ENSMUSE00000580890,83117,,1,1,2,Promotor Driven,2010-03-10 17:21:17 UTC,2014-07-17 13:20:15 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736160_cn,,,15706,94747
Fam193b,12138,13528,15469,GRCm38,13,-,55556367,55544861,55548618,55548584,55550757,55550756,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000375231,ENSMUSE00000333712,210684,,1,1,2,Promotor Driven,2010-03-10 17:39:21 UTC,2011-03-24 14:02:38 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10747,90250
Fam199x,6588,29047,15243,GRCm38,X,+,137056253,137067325,,,137061889,137061912,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000261246,ENSMUSE00000261246,106045,,1,3,,Promotor Driven,2010-12-26 10:19:30 UTC,2014-07-17 12:41:09 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00736937_cn,,27565,
Fam199x,6961,29047,15243,GRCm38,X,+,137056253,137067325,,,137061889,137061912,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000261246,ENSMUSE00000261246,106045,,1,3,,Promotor Driven,2010-12-26 10:19:30 UTC,2014-07-17 12:41:09 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00736937_cn,,27565,
Fam19a1,11429,35260,16349,GRCm38,6,+,96100640,96130751,,,96115640,96115751,ZEN-Ub1,,,ENSMUSE00000769763,ENSMUSE00000769763,,,1,2,2,Promotor Driven,2011-09-28 18:17:14 UTC,2011-09-28 18:17:14 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,37986,
Fam19a2,16292,44604,14285,GRCm38,10,+,123594394,123799162,123705987,123706008,123704135,123704136,L1L2_Pgk_P,B6Ng01-321I4,,ENSMUSE00000411770,ENSMUSE00000356478,,,1,1,2,Promotor Driven,2015-10-02 07:47:28 UTC,2015-10-02 07:47:28 UTC,,TargRep::TargetedAllele,TRUE,,,,,,,45659,115317
Fam19a3,8016,16561,20196,GRCm38,3,-,104779582,104768150,104772029,104771949,104773586,104773545,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000424938,ENSMUSE00000424932,178805,,1,1,2,Promotor Driven,2010-03-10 17:50:51 UTC,2014-07-17 12:47:08 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736368_cn,,,3619,84090
Fam204a,11566,38245,5124,GRCm38,19,-,60236293,60184435,,,60221293,60199435,ZEN-Ub1,,,ENSMUSE00000936465,ENSMUSE00000456528,,,1,2,2,Promotor Driven,2012-05-11 18:26:51 UTC,2012-05-11 18:26:51 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39672,
Fam206a,4280,15527,2651,GRCm38,4,+,56797574,56809465,56803813,56803897,56803080,56803105,L1L2_gt1,L3L4_pZero_DTA_kan,,ENSMUSE00000327979,ENSMUSE00000327979,47100,,1,1,2,Promotorless,2010-03-10 17:47:07 UTC,2011-07-28 14:13:15 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18277,97052
Fam206a,13114,15527,2651,GRCm38,4,+,56797574,56809465,56803813,56803897,56803080,56803105,L1L2_gt1,L3L4_pZero_DTA_kan,,ENSMUSE00000327979,ENSMUSE00000327979,47100,,1,1,2,Promotorless,2010-03-10 17:47:07 UTC,2011-07-28 14:13:15 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18277,97052
Fam207a,15671,24395,9072,GRCm38,10,-,77520818,77510298,77514095,77514053,77514895,77514822,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000328053,ENSMUSE00000328053,174127,,1,1,2,Promotor Driven,2010-08-12 02:49:41 UTC,2011-03-24 14:11:51 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,22691,99834
Fam209,8549,20083,12210,GRCm38,2,+,172468312,172477972,172474446,172474555,172473519,172473587,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000265553,ENSMUSE00000265553,102770,,1,1,2,Promotor Driven,2010-03-30 15:37:11 UTC,2014-07-17 12:40:33 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735429_cn,,13332,92648
Fam20a,6457,13676,2221,GRCm38,11,-,109684173,109674012,109677652,109677620,109678174,109678138,L1L2_Pgk_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000232914,ENSMUSE00000232914,187834,,1,1,2,Promotor Driven,2010-03-10 17:39:59 UTC,2011-03-24 14:02:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10833,90306
Fam20a,6682,13676,2221,GRCm38,11,-,109684173,109674012,109677652,109677620,109678174,109678138,L1L2_Pgk_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000232914,ENSMUSE00000232914,187834,,1,1,2,Promotor Driven,2010-03-10 17:39:59 UTC,2011-03-24 14:02:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10833,90306
Fam20a,4905,13676,2221,GRCm38,11,-,109684173,109674012,109677652,109677620,109678174,109678138,L1L2_Pgk_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000232914,ENSMUSE00000232914,187834,,1,1,2,Promotor Driven,2010-03-10 17:39:59 UTC,2011-03-24 14:02:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10833,90306
Fam20a,6367,13676,2221,GRCm38,11,-,109684173,109674012,109677652,109677620,109678174,109678138,L1L2_Pgk_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000232914,ENSMUSE00000232914,187834,,1,1,2,Promotor Driven,2010-03-10 17:39:59 UTC,2011-03-24 14:02:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10833,90306
Fam20a,6373,13676,2221,GRCm38,11,-,109684173,109674012,109677652,109677620,109678174,109678138,L1L2_Pgk_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000232914,ENSMUSE00000232914,187834,,1,1,2,Promotor Driven,2010-03-10 17:39:59 UTC,2011-03-24 14:02:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10833,90306
